gene,vP0_1,vP0_2,vP4_1,vP4_2,vP7_1,vP7_2,vAd_1,vAd_2
ENSMUSG00000103409.3,15.97228764,13.17252011,14.92048691,13.0153226,14.03912582,13.69349851,17.79372598,19.97409235
ENSMUSG00000103164.2,1.75381982,1.383668079,0.811574602,0.735648669,0.526467218,0.61053815,0.790832266,0.43693327
ENSMUSG00000057969.16,22.42383912,23.85443768,21.66279899,26.20041028,20.61996604,25.81704178,31.06841044,33.70628085
ENSMUSG00000032562.14,436.7637715,397.0573918,414.7770505,449.3115715,406.6081814,437.4069747,229.0589169,229.577224
ENSMUSG00000102324.2,0.313182111,0.442773785,0.686716971,0.962002105,1.140678972,0.697757886,0.508392171,0.374514232
ENSMUSG00000010064.16,2.630729729,2.047828756,3.870586564,3.734831703,10.70483343,10.90246697,87.61291743,78.02379826
ENSMUSG00000034837.13,0,0,0,0,0.087744536,0,0.169464057,0.062419039
ENSMUSG00000102375.2,0,0,0,0,0,0,0.112976038,0
ENSMUSG00000034684.13,14.7195592,12.39766598,17.6673548,14.93932681,15.00431572,15.6123327,28.5829376,28.96243391
ENSMUSG00000032580.13,167.0513378,180.6517043,146.6452877,155.6179876,140.3912582,135.2778101,86.313693,70.84560882
ENSMUSG00000102899.2,1.252728443,1.439014802,1.061289864,1.075178823,1.228423509,1.744394715,1.073272361,1.123542695
ENSMUSG00000032582.15,61.6968758,87.11574223,75.35158036,68.58509126,65.72065772,70.12466753,46.37666358,45.69073626
ENSMUSG00000102670.2,0.125272844,0.332080339,0,0.282941796,0,0.087219736,0,0.062419039
ENSMUSG00000032583.8,9.833918274,8.080621579,9.80132404,8.205312074,7.721519198,7.326457802,9.885403321,11.54752214
ENSMUSG00000032584.13,3.257093951,2.379909095,3.558442486,3.22553647,3.948504136,3.576009165,3.219817082,2.996113853
ENSMUSG00000032936.14,0,0,0,0.113176718,0,0,0,0.124838077
ENSMUSG00000032586.10,3.883458172,4.815164914,4.931876428,6.734014736,2.720080627,3.139910486,0.282440095,0.561771347
ENSMUSG00000032596.15,14.03055856,11.34607824,12.36090548,12.10990885,14.56559303,15.00179455,19.88378268,15.3550835
ENSMUSG00000079323.10,1.002182754,0.608813955,0.249715262,0.67906031,0.789700827,0.348878943,0.112976038,0.062419039
ENSMUSG00000042106.6,12.33937516,9.68567655,11.67418851,11.65720198,9.12543178,10.46636829,3.276305101,3.495466162
ENSMUSG00002075421.1,0,0,0,0.056588359,0,0.087219736,0.056488019,0
ENSMUSG00000093749.2,0.187909266,0.332080339,0.124857631,0.056588359,0.263233609,0.087219736,0.112976038,0.062419039
ENSMUSG00000032595.11,1.127455598,1.05158774,0.624288155,0.905413746,0.789700827,0.348878943,0.282440095,0.312095193
ENSMUSG00000093619.2,0.062636422,0.110693446,0.249715262,0,0,0,0,0
ENSMUSG00000032594.12,95.83372585,71.39727286,70.10755985,67.50991244,66.77359216,68.29305308,49.76594472,45.69073626
ENSMUSG00000102540.2,0.062636422,0,0.062428816,0,0,0.087219736,0,0.062419039
ENSMUSG00000070284.11,11.77564736,9.021515873,9.426751147,12.27967393,9.827388071,10.64080776,7.117490391,8.239313096
ENSMUSG00000041528.16,75.91534362,67.9104293,78.84759403,72.99898328,88.18325903,76.75336744,91.05868659,86.70004462
ENSMUSG00000032593.6,6.76473359,6.309526438,4.807018797,7.13013325,6.142117544,5.494843351,4.180113404,5.492875397
ENSMUSG00000032591.16,0.062636422,0.055346723,0.124857631,0.056588359,0,0,0,0
ENSMUSG00000032590.15,49.48277348,40.95657513,45.26089127,46.74198464,42.7315892,39.16166134,33.9492994,33.26934758
ENSMUSG00000032589.15,0.375818533,0.664160678,0.187286447,0.282941796,0.175489073,0.087219736,0.508392171,0.187257116
ENSMUSG00000102224.6,0.062636422,0,0,0,0,0,0.056488019,0
ENSMUSG00000103658.2,0.187909266,0.055346723,0,0.113176718,0.087744536,0,0.282440095,0.187257116
ENSMUSG00000103466.2,0,0,0,0.056588359,0,0,0,0
ENSMUSG00000039952.16,612.5842084,487.9367112,550.8718684,577.4842049,565.4257922,522.0101184,681.584437,623.6910337
ENSMUSG00000032606.8,20.35683719,22.02799581,20.35179387,21.78651826,18.86507531,20.7582971,21.40895919,20.78553986
ENSMUSG00000032607.13,10.52291892,9.630329827,10.0510393,8.997549102,9.213176316,7.936995952,6.157194068,5.992227706
ENSMUSG00000039461.13,19.98101866,16.88075056,18.54135822,19.18345374,20.35673243,17.44394715,35.19203582,35.39159489
ENSMUSG00000007815.14,217.4736576,183.1976536,193.9039011,223.5806069,180.8414894,193.4533739,155.1725881,161.2283767
ENSMUSG00000102554.2,0.375818533,0.608813955,0.249715262,0.62247195,0,0.261659207,0.112976038,0.124838077
ENSMUSG00000104208.2,0,0,0,0.056588359,0.175489073,0,0,0.062419039
ENSMUSG00000063856.9,93.89199677,73.83252867,83.84189927,83.75077151,81.42692973,85.38812128,55.47123463,62.66871476
ENSMUSG00000032612.15,133.2276699,118.7740679,128.5409312,138.3585381,125.650176,121.4098721,93.71362348,92.44259618
ENSMUSG00000104280.2,0.250545689,0.221386893,0.187286447,0.452706873,0.614211754,0.348878943,0.169464057,0.062419039
ENSMUSG00000104399.2,3.131821106,3.099416496,3.308727224,4.244126935,2.193613409,2.703811808,1.12976038,0.998704618
ENSMUSG00000032611.10,0.626364221,0.608813955,0.56185934,0.396118514,0.087744536,0.436098679,0.451904152,0.936285579
ENSMUSG00000047220.6,0.438454955,0.830200847,0.874003418,0.565883591,0.263233609,0.261659207,0,0
ENSMUSG00000032609.13,85.93717116,70.67776546,55.93621873,53.98529461,39.66053043,44.39484549,10.05486738,6.366741938
ENSMUSG00000049305.7,30.81711969,26.89850745,24.28480925,26.82288223,22.63809038,26.51479966,16.60747758,19.22506389
ENSMUSG00000102152.2,0.062636422,0.110693446,0.124857631,0.169765077,0.087744536,0,0.112976038,0.062419039
ENSMUSG00000052911.10,338.2366795,291.068417,359.9645504,344.7928722,479.172913,457.8163929,491.276301,552.0963965
ENSMUSG00000006676.17,194.2981814,182.5888397,162.5646357,161.6163537,174.6116273,156.0361072,179.4624363,165.0359381
ENSMUSG00000032604.17,95.45790732,79.03512065,68.23469539,70.67886055,66.94908123,64.01928603,62.8146771,64.91580015
ENSMUSG00000006673.15,110.9291036,96.8567655,75.03943628,87.48560321,76.86421384,75.53229114,59.538372,59.1732486
ENSMUSG00000103621.2,0.626364221,0.88554757,0.499430524,0.67906031,0.614211754,0.697757886,0.508392171,0.312095193
ENSMUSG00000103970.2,0.187909266,0.166040169,0.124857631,0.113176718,0.175489073,0.087219736,0.282440095,0
ENSMUSG00000062867.14,39.64885521,37.74646518,34.27341973,33.5003086,25.97238276,28.25919438,23.89443203,23.65681563
ENSMUSG00000070283.5,21.92274774,17.32352434,17.29278191,20.31522093,16.05725015,18.3161445,23.2165758,26.40325333
ENSMUSG00000103103.2,0.87690991,0.88554757,0.312144078,0.339530155,0.614211754,0.087219736,0.508392171,0.187257116
ENSMUSG00000019039.15,18.16456242,14.94361525,12.67304956,14.88273845,13.24942499,13.4318393,15.36474116,15.0429883
ENSMUSG00000066357.7,79.48561968,60.54931512,55.24950176,58.22942154,52.20799913,43.6970876,21.80437532,19.59957812
ENSMUSG00000006675.11,14.7195592,14.44549474,10.92504272,11.37426019,11.93325694,13.34461957,13.61361257,13.91944561
ENSMUSG00000102770.2,0.125272844,0.166040169,0.062428816,0.282941796,0.263233609,0.087219736,0.056488019,0.062419039
ENSMUSG00000115688.2,0.438454955,0.166040169,0.312144078,0.565883591,0.438722682,0.436098679,0.169464057,0
ENSMUSG00000064145.13,63.20014993,58.16940603,53.12692203,54.38141312,52.12025459,46.74977835,53.32468991,49.62313569
ENSMUSG00000032602.7,141.996769,127.4635034,146.5204301,107.5178823,131.52906,141.4704114,201.0973476,192.5627341
ENSMUSG00000032601.14,148.6362297,147.3883237,172.8653902,161.5597653,150.0431572,139.8132364,188.2745672,189.2545251
ENSMUSG00000065674.3,0,0,0,0,0,0,0.056488019,0
ENSMUSG00000032599.13,42.96858558,40.23706773,32.65027053,36.10337312,30.27186504,30.52690751,13.55712455,12.42138868
ENSMUSG00000088626.5,0.125272844,0.055346723,0,0.056588359,0,0.087219736,0.056488019,0
ENSMUSG00000032598.9,12.27673874,10.62657084,11.67418851,13.46802947,12.98619138,14.6529156,10.45028351,11.04816983
ENSMUSG00000103785.2,0,0,0,0,0.175489073,0,0,0.062419039
ENSMUSG00000023473.14,0.939546332,0.940894293,1.872864466,0.962002105,2.456847018,1.83161445,3.558745195,3.12095193
ENSMUSG00000023259.18,8.643826254,7.637847794,11.92390377,11.65720198,16.75920644,16.22287085,20.22271079,20.59828274
ENSMUSG00000025652.7,0,0,0,0,0,0,0.056488019,0
ENSMUSG00000025651.15,860.4365308,783.3221727,1133.520004,1011.969626,1151.383806,1046.636829,1260.021751,1401.869188
ENSMUSG00000103754.2,0.125272844,0.055346723,0.062428816,0.056588359,0.087744536,0.087219736,0.169464057,0.062419039
ENSMUSG00000025650.14,3.445003217,3.929617343,2.809296699,3.395301548,1.842635263,1.83161445,0.56488019,0.686609425
ENSMUSG00000049699.5,0.125272844,0.110693446,0.062428816,0,0,0,0,0
ENSMUSG00000103811.2,0,0,0,0,0.087744536,0,0,0.062419039
ENSMUSG00000025648.19,5.512005147,5.202591976,4.307588272,4.413892012,5.52790579,4.448206522,2.937376987,3.183370969
ENSMUSG00000025647.17,33.13466731,23.35631717,31.02712132,34.68866415,30.1841205,33.57959826,26.71883298,30.46049084
ENSMUSG00000025646.10,14.21846782,14.27945457,11.48690206,11.65720198,12.02100148,11.60022485,11.46706785,13.23283618
ENSMUSG00000091537.3,25.49302381,18.09837847,16.35634967,22.23922514,20.44447697,22.67713129,14.96932503,11.92203637
ENSMUSG00000025645.9,11.27455598,8.966169149,10.17589693,10.86496495,8.16024188,11.16412617,8.077786714,7.802379826
ENSMUSG00000025644.11,2.317547619,1.93713531,1.311005126,1.30153226,0.789700827,0.872197357,0.056488019,0.43693327
ENSMUSG00000053646.14,135.6704903,131.7805478,117.3037444,107.5178823,92.48274131,88.6152515,83.43280403,81.89377865
ENSMUSG00000061701.12,0,0,0.124857631,0,0,0.087219736,0,0
ENSMUSG00000074060.11,0,0,0,0,0,0.087219736,0,0
ENSMUSG00000062275.8,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000094992.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000074059.4,0,0,0,0,0,0,0,0.062419039
ENSMUSG00000050074.13,0.062636422,0.055346723,0.062428816,0,0.087744536,0,0,0
ENSMUSG00000070282.7,2.881275418,3.265456666,2.24743736,2.489887802,1.579401654,2.093273658,1.186248398,1.185961734
ENSMUSG00000032478.15,13.52946718,11.12469135,10.80018509,10.80837659,9.300920853,8.896413045,7.625882562,12.35896964
ENSMUSG00000038357.11,0.375818533,0.774854124,0.187286447,0.396118514,0.087744536,0.436098679,0.282440095,0
ENSMUSG00000032477.15,31.6940296,30.33000428,29.77854501,28.74688644,19.74252068,21.7177142,11.07165172,10.86091272
ENSMUSG00000098490.3,0,0,0.124857631,0.113176718,0,0,0,0
ENSMUSG00000105191.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000032479.16,497.3331917,467.5691171,485.6961849,538.4948255,519.1844216,482.6740175,570.1900635,487.5551105
ENSMUSG00000106208.2,0.438454955,0.719507401,0.499430524,0.396118514,0.877445363,0.087219736,0.169464057,0.062419039
ENSMUSG00000105856.2,0.125272844,0.055346723,0.062428816,0.056588359,0,0,0.056488019,0
ENSMUSG00000105230.2,0.125272844,0.055346723,0.249715262,0,0.263233609,0,0.112976038,0
ENSMUSG00000105962.2,0.939546332,1.660401694,2.185008544,2.320122724,3.246547845,2.791031543,4.632017556,2.122247313
ENSMUSG00000032480.18,97.39963641,89.10822426,75.60129562,77.63922873,71.07307444,72.7412596,54.11552218,62.91839091
ENSMUSG00002075921.1,0,0,0,0,0.087744536,0,0,0
ENSMUSG00000032481.18,132.6639421,129.2899453,96.76466409,101.5195163,82.83084231,81.11435423,39.31566121,37.76351836
ENSMUSG00000032482.10,1.941729086,2.545949265,1.872864466,1.30153226,1.491657118,1.744394715,0.338928114,0.187257116
ENSMUSG00000098973.3,8.017462032,18.43045881,16.98063783,10.92155331,17.72439634,26.68923913,16.88991767,11.04816983
ENSMUSG00000054836.13,4.509822393,4.151004236,4.682161166,5.545659195,3.334292381,2.965471015,2.711424911,1.997409235
ENSMUSG00000106123.2,0,0.055346723,0.062428816,0,0,0,0,0
ENSMUSG00000032485.15,41.46531145,34.09358146,29.21668567,34.40572235,33.25517927,35.32399297,30.78597034,33.58144277
ENSMUSG00000091102.2,0.062636422,0.332080339,0.249715262,0.056588359,0.175489073,0.087219736,0.169464057,0.124838077
ENSMUSG00000036057.12,64.2649691,58.44613964,49.8181948,59.70071888,40.88895394,42.99932972,25.87151269,23.65681563
ENSMUSG00000032484.9,1.503274131,2.490602542,0.936432233,0.509295232,0.438722682,0.523318414,0.338928114,0.062419039
ENSMUSG00000054792.16,27.05893436,24.13117129,28.59239752,28.69029808,25.44591554,26.42757993,23.10359976,23.59439659
ENSMUSG00000032489.18,0.814273488,1.328321355,0.936432233,0.735648669,0.526467218,0.523318414,0.734344247,0.499352309
ENSMUSG00000044791.17,96.64799934,136.8170996,102.6329728,115.1007225,99.32681514,99.343279,70.49704768,55.11601109
ENSMUSG00000104983.2,0.125272844,0.276733616,0.124857631,0.113176718,0.263233609,0.348878943,0.112976038,0.062419039
ENSMUSG00000032491.15,3.507639639,2.82268288,2.559581437,3.28212483,0.789700827,2.267713129,1.242736417,0.998704618
ENSMUSG00000056724.16,24.74138674,21.19779496,15.98177678,22.35240186,19.21605346,17.79282609,19.99675872,19.41232101
ENSMUSG00000105127.2,0.062636422,0.110693446,0.062428816,0,0.087744536,0,0,0.187257116
ENSMUSG00000019659.9,26.93366151,22.69215649,25.09638385,26.48335207,23.77876935,25.20650363,19.48836655,19.66199716
ENSMUSG00000104945.2,0.062636422,0.608813955,0.312144078,0.452706873,0.175489073,0.087219736,0,0
ENSMUSG00000032492.15,24.99193243,18.20907191,18.10435651,18.95710031,14.91657118,16.22287085,4.349577461,5.180780204
ENSMUSG00000059741.14,4022.197847,3368.290877,4609.806169,4432.622759,5057.858309,4576.070655,5102.280314,4847.088024
ENSMUSG00000044664.8,0,0.055346723,0.062428816,0.113176718,0,0.087219736,0.056488019,0
ENSMUSG00000058398.7,0.062636422,0,0.062428816,0.056588359,0,0.087219736,0.112976038,0
ENSMUSG00000047257.14,0,0.110693446,0.062428816,0.056588359,0,0,0.112976038,0
ENSMUSG00000049719.15,0,0.055346723,0.062428816,0,0,0,0,0
ENSMUSG00000048752.8,0,0.055346723,0.062428816,0.056588359,0,0,0.112976038,0.249676154
ENSMUSG00000049555.11,1.691183397,2.103175479,2.060150913,2.999183034,2.369102481,2.354932865,3.389281139,5.180780204
ENSMUSG00000044037.16,11.65037452,12.95113322,18.79107348,17.59897969,24.21749203,23.54932865,22.70818363,15.16782638
ENSMUSG00000105140.2,0.250545689,0.276733616,0.811574602,0.565883591,0.438722682,0.348878943,0.790832266,0.686609425
ENSMUSG00000032494.13,0,0,0,0,0.087744536,0.087219736,0,0.062419039
ENSMUSG00000032495.9,16.16019691,18.92857932,18.79107348,38.98937944,67.30005938,60.44327686,267.4142818,247.0545548
ENSMUSG00000066319.7,0.563727799,0.774854124,0.499430524,0.735648669,2.456847018,1.2210763,2.316008778,1.622895004
ENSMUSG00000102060.2,0,0.166040169,0.124857631,0.056588359,0.175489073,0.261659207,0.056488019,0.062419039
ENSMUSG00000057802.9,1.064819176,1.439014802,0.936432233,1.414708978,1.316168045,1.744394715,0.677856228,0.561771347
ENSMUSG00000032496.8,2.317547619,2.878029604,1.061289864,0.62247195,0.877445363,1.2210763,0.395416133,0.124838077
ENSMUSG00000104654.2,0,0,0.187286447,0.169765077,0.350978145,0.261659207,0.225952076,0.374514232
ENSMUSG00000043953.13,4.948277348,3.818923897,3.121440777,4.413892012,3.334292381,3.924888108,15.08230107,9.487693868
ENSMUSG00000097529.2,0,0.055346723,0,0,0,0,0,0
ENSMUSG00000032497.20,187.5334478,221.3868926,198.0242029,184.5912275,165.4861955,180.0215346,133.3117248,113.9771645
ENSMUSG00000032498.10,27.99848069,31.71367236,23.09866175,23.31440396,18.42635263,21.01995631,9.659451245,11.4851031
ENSMUSG00002076749.1,0,0.110693446,0.124857631,0,0,0,0,0
ENSMUSG00000046785.9,116.5037452,117.8331736,101.7589693,103.3869321,88.3587481,85.38812128,80.26947496,67.66223785
ENSMUSG00000062296.9,0.250545689,0,0,0.056588359,0,0.087219736,0,0
ENSMUSG00000032500.11,0.375818533,0.276733616,0.312144078,0.169765077,0.438722682,0,0.112976038,0.124838077
ENSMUSG00000032502.9,0.87690991,1.05158774,1.12371868,1.92400421,1.228423509,1.918834186,0,0.312095193
ENSMUSG00000032503.19,1.378001287,1.992482033,1.748006835,2.320122724,1.316168045,1.133856565,1.073272361,0.811447502
ENSMUSG00000089718.2,0,0,0,0.282941796,0.263233609,0.087219736,0.225952076,0.062419039
ENSMUSG00000087038.10,0.125272844,0.055346723,0,0,0,0,0,0
ENSMUSG00000110996.2,1.565910553,1.881788587,0.998861049,1.30153226,0,0.174439471,0,0
ENSMUSG00000111388.2,0,0,0.249715262,0.169765077,0,0.087219736,0.112976038,0
ENSMUSG00000032504.16,156.7163282,146.5027762,144.2105639,159.3528193,136.0917759,128.5618905,118.5118638,114.6637739
ENSMUSG00000033392.17,89.06899227,102.8895583,84.71590269,89.97549102,85.11220025,84.42870419,105.4631314,107.4855845
ENSMUSG00000009741.16,63.51333204,70.01360478,55.74893228,61.28519294,61.68440905,52.59350065,44.00416678,42.56978433
ENSMUSG00000032507.16,1.628546975,2.435255818,1.748006835,2.433299443,2.369102481,2.529372336,0.508392171,0.312095193
ENSMUSG00000111793.2,1.19009202,0.940894293,0.874003418,0.62247195,1.579401654,0.61053815,0.282440095,0.062419039
ENSMUSG00000086596.3,0.689000643,0.553467231,1.68557802,1.584474056,0.789700827,0.872197357,0.112976038,0.624190386
ENSMUSG00000064299.7,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000074039.11,2.818638996,4.372391128,3.308727224,3.90459678,1.9303798,3.227130222,1.073272361,1.248380772
ENSMUSG00000032431.7,59.06614607,54.12909524,55.8113611,64.68049448,50.4531084,52.85515985,27.50966524,31.45919546
ENSMUSG00000045594.11,26.74575225,22.2493827,22.9113753,21.67334155,13.33716952,19.2755616,11.63653191,11.60994118
ENSMUSG00000079260.4,7.203188545,5.645365761,5.618593399,5.885189349,6.405351153,4.448206522,4.688505575,5.118361166
ENSMUSG00000047898.8,0,0,0,0,0,0.174439471,0,0
ENSMUSG00000079259.3,0.125272844,0,0,0,0,0,0,0
ENSMUSG00000056167.9,56.12223423,56.28761744,46.50946758,49.91093275,47.11881602,47.01143756,35.58745195,31.83370969
ENSMUSG00002075474.1,0,0.110693446,0,0.056588359,0.087744536,0,0,0
ENSMUSG00000111744.2,0.062636422,0.055346723,0.062428816,0.113176718,0,0.087219736,0.056488019,0
ENSMUSG00000032435.10,101.5962767,95.25171053,104.3185508,113.7426019,118.8061022,110.245746,86.14422894,78.83524576
ENSMUSG00000032434.10,49.79595559,38.41062586,43.63774206,52.96670415,54.05063439,47.62197571,36.6042363,37.57626124
ENSMUSG00000032436.18,13.78001287,14.16876113,11.2371868,17.65556805,8.247986416,8.024215687,4.632017556,6.491580015
ENSMUSG00000052724.8,0.375818533,0.332080339,0.312144078,0.282941796,0.350978145,0.174439471,0.225952076,0.062419039
ENSMUSG00000041012.5,3.445003217,3.210109942,4.682161166,5.092952322,6.580840226,5.32040388,5.309873784,6.117065783
ENSMUSG00000050627.14,55.93432496,52.19195993,64.55139527,62.36037176,71.51179712,67.94417414,94.39147971,107.8600987
ENSMUSG00000040875.13,3.570276061,2.767336157,4.05787301,4.696833808,3.509781454,4.535426258,1.751128588,1.622895004
ENSMUSG00000050621.8,0.814273488,0.221386893,0.187286447,0.226353437,0.350978145,0.697757886,0.508392171,1.435637888
ENSMUSG00000098127.2,0,0.055346723,0.124857631,0,0,0,0,0
ENSMUSG00000097967.2,0.125272844,0.110693446,0.187286447,0,0.087744536,0.087219736,0,0
ENSMUSG00000032437.11,156.1526004,139.8611694,129.8519363,142.5460766,103.6262974,110.7690644,88.96862989,102.4920614
ENSMUSG00000111564.2,0.187909266,0.055346723,0.062428816,0.113176718,0.350978145,0,0,0
ENSMUSG00000111530.2,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000074034.2,0.062636422,0,0.187286447,0.113176718,0.175489073,0.174439471,0.056488019,0.062419039
ENSMUSG00000111398.2,0.062636422,0.110693446,0,0.056588359,0,0,0,0
ENSMUSG00000110905.2,0,0,0,0.113176718,0,0,0,0.062419039
ENSMUSG00000056880.13,1.002182754,0.221386893,1.872864466,0.62247195,0.789700827,0.872197357,0,0.062419039
ENSMUSG00000080848.4,1.440637709,0.553467231,0.437001709,0.848825387,0.9651899,0.436098679,1.073272361,1.185961734
ENSMUSG00000032440.14,141.3077683,105.158774,108.3764238,102.6512835,112.1375174,97.25000534,68.1810389,87.19939693
ENSMUSG00000111243.2,0,0,0.062428816,0,0,0,0.056488019,0.249676154
ENSMUSG00000111729.2,0,0,0.062428816,0,0,0,0,0
ENSMUSG00000111324.2,0.125272844,0.276733616,0.187286447,0.056588359,0.087744536,0.261659207,0,0
ENSMUSG00000110752.2,0,0,0.187286447,0,0,0.087219736,0,0.124838077
ENSMUSG00000039607.18,37.0807619,46.54659416,47.19618455,48.21328198,47.90851684,42.56323104,15.59069324,19.59957812
ENSMUSG00000092184.2,0,0,0.062428816,0.056588359,0,0,0,0
ENSMUSG00000092516.2,0,0,0.062428816,0.056588359,0.087744536,0,0,0
ENSMUSG00000079669.3,3.069184684,3.376150112,1.435862757,1.867415851,0.877445363,0.959417093,0.56488019,1.061123656
ENSMUSG00000097240.2,0.125272844,0.166040169,0,0.113176718,0,0.087219736,0.112976038,0
ENSMUSG00000032443.18,0.689000643,0.940894293,0.437001709,0.452706873,0.350978145,0.261659207,0.056488019,0.062419039
ENSMUSG00000039285.13,63.88915057,75.16085003,76.53772786,82.05312074,73.96864414,62.36211105,65.80854211,76.83783652
ENSMUSG00000039163.11,15.283287,13.67064062,12.860336,12.7323808,12.63521323,16.04843137,15.13878909,12.6086458
ENSMUSG00000097402.2,0.125272844,0.166040169,0,0.056588359,0.087744536,0,0,0.187257116
ENSMUSG00002075534.1,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000032446.15,0.062636422,0.055346723,0,0.113176718,0,0,0.056488019,0.062419039
ENSMUSG00000110692.2,0.062636422,0.055346723,0.124857631,0.056588359,0,0,0,0
ENSMUSG00000038708.11,262.1334266,379.7892142,391.8032463,391.8177986,443.4608867,457.6419534,858.6178884,800.7114272
ENSMUSG00000110627.2,0.250545689,0.498120508,0.312144078,0.339530155,0.175489073,0.436098679,0.395416133,0.062419039
ENSMUSG00000110676.2,0.438454955,0.830200847,0.312144078,0.113176718,0.175489073,0.348878943,0.734344247,0.624190386
ENSMUSG00000039115.14,142.0594054,108.2028437,184.3522923,175.9332085,280.08056,248.4018074,189.9692078,143.2516936
ENSMUSG00000066270.4,0.062636422,0.110693446,0,0,0,0.087219736,0.056488019,0.062419039
ENSMUSG00000086119.3,3.946094594,3.265456666,2.746867884,2.886006316,2.018124336,3.227130222,1.525176512,1.373218849
ENSMUSG00000047409.14,36.83021621,28.28217553,38.45615037,41.59244396,33.60615742,33.9284772,16.88991767,13.17041715
ENSMUSG00000065513.3,0,0,0.062428816,0.056588359,0,0.087219736,0.056488019,0
ENSMUSG00000038775.15,1.816456242,1.162281186,1.373433942,1.754239133,0.526467218,0.61053815,0.112976038,0
ENSMUSG00000010660.4,23.92711325,21.19779496,22.16222952,22.63534365,21.32192233,24.42152601,18.07616607,16.91555946
ENSMUSG00000038060.16,0.313182111,0.608813955,0.249715262,0.396118514,0.350978145,0.174439471,0.056488019,0.124838077
ENSMUSG00000010651.5,0.87690991,1.272974632,0,3.055771393,1.579401654,0.784977622,0.282440095,1.81015212
ENSMUSG00000111197.2,0.125272844,0.166040169,0.062428816,0,0,0,0.056488019,0.062419039
ENSMUSG00000070280.14,0,0.055346723,0.062428816,0.113176718,0.175489073,0.087219736,0.338928114,0.062419039
ENSMUSG00000074028.5,0,0,0,0.056588359,0.087744536,0,0,0
ENSMUSG00000092212.4,0.313182111,0.442773785,0.437001709,0.452706873,0.438722682,0.261659207,0.225952076,0.374514232
ENSMUSG00000036737.13,88.12944593,91.8202137,75.28915154,74.97957585,77.30293652,74.48565432,93.03576725,88.82229194
ENSMUSG00002075779.1,0,0.110693446,0,0,0,0.174439471,0,0
ENSMUSG00000032508.9,13.52946718,9.796369997,13.2349089,11.60061362,13.86363674,14.21681692,10.39379549,12.42138868
ENSMUSG00000036138.17,57.24968982,45.05223264,57.93394082,31.23677424,48.78596221,54.33789536,57.33533926,33.33176662
ENSMUSG00000035769.10,1.002182754,0.664160678,0.811574602,1.244943901,0.350978145,0.697757886,0.225952076,0.499352309
ENSMUSG00000061393.15,10.14710038,10.18379706,7.304171419,6.5076613,6.405351153,6.367040709,3.33279312,4.431751741
ENSMUSG00000111204.2,0.125272844,0.166040169,0,0.113176718,0,0.174439471,0,0.312095193
ENSMUSG00000097504.2,4.008731016,2.878029604,2.122579728,2.093769288,2.544591554,2.006053922,1.242736417,1.934990197
ENSMUSG00000042787.16,7.516370655,4.75981819,8.552747729,8.940960742,8.423475489,7.588117009,5.592313879,6.054646745
ENSMUSG00000032511.18,344.1245032,313.0410661,370.7023067,357.8647831,378.1789516,383.9412767,689.6622237,709.0178595
ENSMUSG00000034533.11,7.829552766,8.357355195,5.244020506,7.13013325,2.105868872,2.354932865,1.242736417,2.871275776
ENSMUSG00000034115.11,0.062636422,0.221386893,0.187286447,0,0.175489073,0,0,0.062419039
ENSMUSG00000097223.3,0.187909266,0.166040169,0.249715262,0.056588359,0.087744536,0.261659207,0.282440095,0.124838077
ENSMUSG00000032512.8,47.16522586,42.83836371,37.89429103,40.06455826,35.9752599,35.76009165,30.44704223,24.03132986
ENSMUSG00000052336.8,12.71519369,11.73350531,13.35976653,17.37262625,17.81214088,18.83946292,2.090056702,3.682723278
ENSMUSG00000032513.9,18.85356306,16.88075056,19.6650769,19.86251405,18.42635263,20.40941816,25.92800071,25.34212967
ENSMUSG00000032514.12,0.250545689,0.055346723,0,0.169765077,0,0.087219736,0.112976038,0.062419039
ENSMUSG00000032515.9,7.95482561,5.700712484,4.370017088,6.111542786,4.299482281,8.285874895,17.79372598,15.41750254
ENSMUSG00000111639.2,0,0.110693446,0.062428816,0.056588359,0.087744536,0,0.056488019,0.062419039
ENSMUSG00000111369.2,0.062636422,0.055346723,0,0,0,0,0,0
ENSMUSG00000111089.2,0.125272844,0.055346723,0,0.113176718,0.175489073,0.174439471,0,0
ENSMUSG00000079243.6,497.7090102,439.3422883,389.0563785,433.5800076,351.5923571,339.9825299,272.8371317,300.8597661
ENSMUSG00000111792.2,0.062636422,0.110693446,0.062428816,0.113176718,0.263233609,0.174439471,0,0
ENSMUSG00000042262.6,0,0,0,0.056588359,0,0,0,0
ENSMUSG00000111546.2,0.062636422,0,0,0,0,0,0,0
ENSMUSG00000032519.12,10.08446396,9.574983104,10.36318338,10.58202316,11.75776787,9.855830138,19.31890249,19.34990197
ENSMUSG00000032518.7,277.8551686,222.4384803,252.5245589,212.09317,144.8662295,169.2062873,158.2794292,155.5482442
ENSMUSG00000064380.3,0.187909266,0.055346723,0.062428816,0.113176718,0.087744536,0.087219736,0,0.062419039
